Venda ID,Produto,Data,Hora,Quantidade,Preço Unitário,Cliente ID,Forma Pagamento,Preço Total
13162,Supreme / Croissant NY Chocolate,11/04/2024,17:24:14,4,19.0,133,Dinheiro,76.0
449,Cruffin de Creme de Avelã,11/04/2024,17:32:42,8,16.0,147,Dinheiro,128.0
7653,Baguete calabresa com Alecrim,11/04/2024,17:40:50,1,12.0,133,Dinheiro,12.0
12846,Tartelete de caramelo e chocolate,11/04/2024,17:41:10,7,16.0,191,Cartão de Débito,112.0
15533,Pastel de nata,11/04/2024,17:43:45,5,8.5,128,Cartão de Crédito,42.5
8187,Pastel de nata,11/04/2024,17:52:12,19,8.5,161,Dinheiro,161.5
11341,Pain au chocolat,11/04/2024,17:52:25,10,13.5,199,Dinheiro,135.0
8381,Baguete,11/04/2024,18:09:06,4,10.0,173,Dinheiro,40.0
1637,Pain aux Suisse,11/04/2024,18:24:05,8,14.0,115,Cartão de Débito,112.0
7887,Tartelete de caramelo e chocolate,11/04/2024,18:31:32,8,16.0,163,Cartão de Crédito,128.0
5821,kouign-amann,11/04/2024,19:14:38,1,18.0,129,Dinheiro,18.0
4892,Gorgonzola com nozes,11/04/2024,19:18:54,7,36.5,144,Cartão de Débito,255.5
10146,BOSTOCK,11/04/2024,19:25:19,8,18.0,103,Dinheiro,144.0
2525,Baguete,11/04/2024,19:25:59,18,10.0,182,Cartão de Débito,180.0
3413,Supreme / Croissant NY Chocolate,11/04/2024,19:30:43,6,19.0,165,Cartão de Débito,114.0
8517,Danish Gorgonzola com amêndoas,11/04/2024,19:49:53,3,15.0,160,Dinheiro,45.0
425,Baguete calabresa com Alecrim,11/04/2024,19:55:59,7,12.0,106,Cartão de Crédito,84.0
7088,Cruffin de Creme de Avelã,12/04/2024,08:20:02,4,16.0,155,Cartão de Débito,64.0
14483,Pain au chocolat,12/04/2024,08:21:09,1,13.5,179,Cartão de Débito,13.5
1776,Cruffin de Creme de Avelã,12/04/2024,08:33:38,5,16.0,121,Cartão de Débito,80.0
1510,"Focaccia Tomate, Alecrim e flor sal",12/04/2024,08:42:35,3,20.0,152,Cartão de Crédito,60.0
7127,Baguete,12/04/2024,09:00:24,18,10.0,154,Cartão de Crédito,180.0
3732,BOSTOCK,12/04/2024,09:03:35,5,18.0,146,Dinheiro,90.0
3309,Tartelete de limão,12/04/2024,09:10:10,2,16.0,167,Dinheiro,32.0
15354,Danish Gorgonzola com amêndoas,12/04/2024,09:11:11,5,15.0,151,Cartão de Débito,75.0
15225,Supreme de Pistache,12/04/2024,09:13:09,4,21.0,187,Cartão de Crédito,84.0
960,Croissant,12/04/2024,09:20:14,1,11.5,186,Dinheiro,11.5
9436,Tradicional/Seu Tico,12/04/2024,09:23:43,2,29.5,121,Cartão de Crédito,59.0
866,Azapa,12/04/2024,09:28:53,2,34.0,167,Cartão de Crédito,68.0
8786,Tartelete de caramelo e chocolate,12/04/2024,09:30:37,1,16.0,156,Dinheiro,16.0
9067,"Danish Mussarela, bacon e mostarda",12/04/2024,09:35:47,10,15.0,173,Dinheiro,150.0
6854,Danish Gorgonzola com amêndoas,12/04/2024,09:39:42,4,15.0,119,Dinheiro,60.0
4884,Danish Gorgonzola com amêndoas,12/04/2024,09:40:04,1,15.0,168,Cartão de Débito,15.0
6895,Baguete calabresa com Alecrim,12/04/2024,09:48:27,8,12.0,140,Dinheiro,96.0
796,Gorgonzola com nozes,12/04/2024,10:01:28,8,36.5,169,Cartão de Débito,292.0
5302,Supreme / Croissant NY Chocolate,12/04/2024,10:11:21,6,19.0,102,Cartão de Débito,114.0
468,kouign-amann,12/04/2024,10:12:41,2,18.0,147,Cartão de Crédito,36.0
14594,Croissant de Amêndoas,12/04/2024,10:14:01,1,18.0,146,Cartão de Débito,18.0
6700,Baguete calabresa com Alecrim,12/04/2024,10:21:11,6,12.0,103,Cartão de Crédito,72.0
6740,"Focaccia Tomate, Alecrim e flor sal",12/04/2024,10:25:21,1,20.0,166,Cartão de Crédito,20.0
13762,Gorgonzola com nozes,12/04/2024,10:26:30,7,36.5,129,Dinheiro,255.5
448,Azapa,12/04/2024,10:51:14,5,34.0,176,Cartão de Crédito,170.0
4085,"Danish Mussarela, bacon e mostarda",12/04/2024,10:51:33,8,15.0,157,Cartão de Crédito,120.0
9278,Supreme de Pistache,12/04/2024,10:57:54,2,21.0,163,Dinheiro,42.0
4391,BOSTOCK,12/04/2024,11:03:06,8,18.0,119,Cartão de Crédito,144.0
10618,"Focaccia Tomate, Alecrim e flor sal",12/04/2024,11:19:19,4,20.0,147,Dinheiro,80.0
13114,Tartelete de limão,12/04/2024,11:31:22,5,16.0,180,Cartão de Crédito,80.0
10749,Cruffin de Creme de Avelã,12/04/2024,11:38:24,9,16.0,117,Cartão de Crédito,144.0
3856,Baguete,12/04/2024,11:45:03,17,10.0,182,Dinheiro,170.0
4634,Tartelete de caramelo e chocolate,12/04/2024,12:15:34,5,16.0,110,Cartão de Crédito,80.0
2739,BOSTOCK,12/04/2024,12:30:45,10,18.0,101,Cartão de Débito,180.0
9177,Croissant de Amêndoas,12/04/2024,12:33:05,4,18.0,152,Cartão de Débito,72.0
14808,Pain au chocolat,12/04/2024,12:35:19,1,13.5,194,Cartão de Crédito,13.5
4742,Tradicional/Seu Tico,12/04/2024,12:47:28,8,29.5,147,Cartão de Crédito,236.0
14648,Croissant de Amêndoas,12/04/2024,13:06:57,6,18.0,190,Cartão de Débito,108.0
8280,Baguete calabresa com Alecrim,12/04/2024,13:11:46,7,12.0,119,Cartão de Crédito,84.0
8932,"Focaccia Tomate, Alecrim e flor sal",12/04/2024,13:12:11,1,20.0,167,Cartão de Crédito,20.0
14371,Pastel de nata,12/04/2024,13:15:20,7,8.5,187,Cartão de Crédito,59.5
11606,Croissant,12/04/2024,13:17:46,7,11.5,140,Dinheiro,80.5
6570,Danish Gorgonzola com amêndoas,12/04/2024,13:19:45,10,15.0,138,Dinheiro,150.0
15552,Azapa,12/04/2024,13:31:46,2,34.0,152,Dinheiro,68.0
7059,Pain aux Suisse,12/04/2024,13:52:58,10,14.0,149,Cartão de Crédito,140.0
11273,Tartelete de limão,12/04/2024,13:57:07,4,16.0,145,Dinheiro,64.0
8026,Pastel de nata,12/04/2024,13:58:05,17,8.5,171,Dinheiro,144.5
14529,Pain au chocolat,12/04/2024,14:00:36,10,13.5,127,Cartão de Débito,135.0
13675,"Focaccia Tomate, Alecrim e flor sal",12/04/2024,14:13:56,8,20.0,191,Dinheiro,160.0
14294,Tartelete de caramelo e chocolate,12/04/2024,14:24:59,3,16.0,171,Cartão de Crédito,48.0
12760,Baguete calabresa com Alecrim,12/04/2024,14:28:18,1,12.0,113,Cartão de Débito,12.0
5835,"Focaccia Tomate, Alecrim e flor sal",12/04/2024,15:04:52,9,20.0,116,Cartão de Crédito,180.0
11893,Baguete,12/04/2024,15:24:38,9,10.0,190,Cartão de Crédito,90.0
921,Tradicional/Seu Tico,12/04/2024,15:32:55,1,29.5,123,Cartão de Débito,29.5
47,Pain aux Suisse,12/04/2024,15:33:38,3,14.0,163,Cartão de Débito,42.0
500,Baguete calabresa com Alecrim,12/04/2024,15:33:51,3,12.0,172,Cartão de Débito,36.0
7428,Pain aux Suisse,12/04/2024,15:36:49,2,14.0,121,Dinheiro,28.0
6532,Supreme de Pistache,12/04/2024,15:47:05,3,21.0,190,Cartão de Débito,63.0
6922,Pain au chocolat,12/04/2024,15:49:31,2,13.5,170,Cartão de Débito,27.0
853,Brioche,12/04/2024,15:54:27,1,25.0,174,Dinheiro,25.0
4964,Supreme de Pistache,12/04/2024,15:56:00,1,21.0,188,Dinheiro,21.0
8417,Tradicional/Seu Tico,12/04/2024,16:02:37,2,29.5,172,Dinheiro,59.0
10784,Danish Gorgonzola com amêndoas,12/04/2024,16:11:12,8,15.0,144,Cartão de Crédito,120.0
6689,Supreme / Croissant NY Chocolate,12/04/2024,16:23:03,9,19.0,172,Cartão de Crédito,171.0
14609,Supreme / Croissant NY Chocolate,12/04/2024,16:39:59,6,19.0,179,Cartão de Crédito,114.0
2841,Gorgonzola com nozes,12/04/2024,16:49:35,4,36.5,179,Cartão de Crédito,146.0
11339,Baguete,12/04/2024,16:51:13,8,10.0,159,Dinheiro,80.0
5008,kouign-amann,12/04/2024,16:56:48,1,18.0,182,Cartão de Débito,18.0
7323,Gorgonzola com nozes,12/04/2024,16:59:24,3,36.5,186,Cartão de Crédito,109.5
12322,Pastel de nata,12/04/2024,17:04:52,5,8.5,114,Cartão de Débito,42.5
5235,kouign-amann,12/04/2024,17:12:42,10,18.0,177,Cartão de Crédito,180.0
2187,Tartelete de limão,12/04/2024,17:21:58,1,16.0,163,Cartão de Débito,16.0
5404,Pastel de nata,12/04/2024,17:32:51,2,8.5,185,Dinheiro,17.0
7037,Croissant de Amêndoas,12/04/2024,17:37:38,3,18.0,165,Dinheiro,54.0
13851,"Danish Mussarela, bacon e mostarda",12/04/2024,17:50:09,8,15.0,161,Dinheiro,120.0
14033,"Danish Mussarela, bacon e mostarda",12/04/2024,18:03:50,7,15.0,196,Cartão de Crédito,105.0
7104,Gorgonzola com nozes,12/04/2024,18:14:53,3,36.5,162,Cartão de Crédito,109.5
7931,Croissant de Amêndoas,12/04/2024,18:27:39,4,18.0,135,Cartão de Débito,72.0
8086,kouign-amann,12/04/2024,18:29:57,8,18.0,192,Cartão de Crédito,144.0
3191,Croissant de Amêndoas,12/04/2024,18:50:13,2,18.0,195,Cartão de Crédito,36.0
5896,Supreme de Pistache,12/04/2024,19:08:31,1,21.0,158,Cartão de Crédito,21.0
6577,Baguete,12/04/2024,19:12:03,15,10.0,118,Cartão de Crédito,150.0
1279,Brioche,12/04/2024,19:22:21,5,25.0,113,Cartão de Débito,125.0
1774,Gorgonzola com nozes,12/04/2024,19:24:02,3,36.5,139,Cartão de Débito,109.5
2255,Tartelete de limão,12/04/2024,19:27:08,5,16.0,144,Dinheiro,80.0
12099,Pastel de nata,12/04/2024,19:30:11,17,8.5,140,Cartão de Débito,144.5
2898,Cruffin de Creme de Avelã,12/04/2024,19:31:03,2,16.0,139,Cartão de Crédito,32.0
14494,Azapa,12/04/2024,19:55:48,7,34.0,176,Cartão de Débito,238.0
6987,"Focaccia Tomate, Alecrim e flor sal",12/04/2024,19:59:20,9,20.0,169,Cartão de Crédito,180.0
7700,Pain au chocolat,13/04/2024,08:04:14,5,13.5,174,Cartão de Crédito,67.5
11535,Pain aux Suisse,13/04/2024,08:15:53,9,14.0,147,Cartão de Débito,126.0
3386,Baguete,13/04/2024,08:16:12,1,10.0,117,Dinheiro,10.0
4564,Croissant de Amêndoas,13/04/2024,08:21:34,7,18.0,105,Cartão de Débito,126.0
9424,"Danish Mussarela, bacon e mostarda",13/04/2024,08:24:18,4,15.0,142,Dinheiro,60.0
3828,"Danish Mussarela, bacon e mostarda",13/04/2024,08:45:57,7,15.0,150,Cartão de Débito,105.0
12151,Baguete,13/04/2024,08:54:38,12,10.0,138,Cartão de Crédito,120.0
8382,Brioche,13/04/2024,09:15:42,1,25.0,183,Dinheiro,25.0
544,Pain au chocolat,13/04/2024,09:16:48,1,13.5,123,Dinheiro,13.5
12376,Pastel de nata,13/04/2024,09:46:17,5,8.5,176,Cartão de Crédito,42.5
7156,Pain aux Suisse,13/04/2024,09:47:22,6,14.0,165,Cartão de Crédito,84.0
1277,Azapa,13/04/2024,09:52:04,1,34.0,186,Cartão de Débito,34.0
13087,BOSTOCK,13/04/2024,10:04:12,4,18.0,187,Cartão de Débito,72.0
3242,Tradicional/Seu Tico,13/04/2024,10:14:01,4,29.5,131,Dinheiro,118.0
4139,Croissant de Amêndoas,13/04/2024,10:32:47,5,18.0,106,Cartão de Débito,90.0
5043,Tartelete de caramelo e chocolate,13/04/2024,11:02:43,4,16.0,192,Cartão de Débito,64.0
1310,Supreme de Pistache,13/04/2024,11:02:54,6,21.0,100,Dinheiro,126.0
6983,Tartelete de caramelo e chocolate,13/04/2024,11:04:19,2,16.0,181,Dinheiro,32.0
14308,Baguete calabresa com Alecrim,13/04/2024,11:23:00,7,12.0,143,Cartão de Crédito,84.0
14758,BOSTOCK,13/04/2024,11:26:25,1,18.0,195,Dinheiro,18.0
5675,Brioche,13/04/2024,11:34:49,6,25.0,122,Cartão de Crédito,150.0
369,Azapa,13/04/2024,11:38:11,7,34.0,140,Cartão de Débito,238.0
6848,Pastel de nata,13/04/2024,11:52:03,7,8.5,113,Dinheiro,59.5
12619,Pain aux Suisse,13/04/2024,11:57:13,3,14.0,164,Cartão de Crédito,42.0
10087,Croissant de Amêndoas,13/04/2024,12:00:18,4,18.0,162,Cartão de Crédito,72.0
12655,Supreme de Pistache,13/04/2024,12:22:54,7,21.0,186,Cartão de Crédito,147.0
7698,BOSTOCK,13/04/2024,12:37:59,10,18.0,176,Cartão de Débito,180.0
12334,Brioche,13/04/2024,12:44:06,5,25.0,104,Cartão de Débito,125.0
8388,Croissant,13/04/2024,12:46:42,3,11.5,148,Cartão de Débito,34.5
10167,Brioche,13/04/2024,13:07:36,2,25.0,163,Cartão de Crédito,50.0
1644,Croissant de Amêndoas,13/04/2024,13:08:03,9,18.0,196,Cartão de Crédito,162.0
6894,"Danish Mussarela, bacon e mostarda",13/04/2024,13:27:25,1,15.0,104,Dinheiro,15.0
14481,Croissant de Amêndoas,13/04/2024,13:30:50,4,18.0,145,Cartão de Crédito,72.0
15141,kouign-amann,13/04/2024,13:31:17,8,18.0,163,Dinheiro,144.0
13246,"Danish Mussarela, bacon e mostarda",13/04/2024,13:51:15,6,15.0,109,Cartão de Débito,90.0
10698,Danish Gorgonzola com amêndoas,13/04/2024,13:58:10,5,15.0,153,Dinheiro,75.0
1176,Tartelete de caramelo e chocolate,13/04/2024,14:15:49,4,16.0,185,Cartão de Débito,64.0
344,Tartelete de caramelo e chocolate,13/04/2024,14:16:22,1,16.0,164,Cartão de Débito,16.0
12092,"Danish Mussarela, bacon e mostarda",13/04/2024,14:23:37,3,15.0,156,Dinheiro,45.0
15780,Baguete calabresa com Alecrim,13/04/2024,14:28:29,6,12.0,128,Cartão de Débito,72.0
561,Supreme de Pistache,13/04/2024,14:30:14,8,21.0,181,Cartão de Crédito,168.0
3544,Gorgonzola com nozes,13/04/2024,14:42:46,3,36.5,129,Dinheiro,109.5
1105,Danish Gorgonzola com amêndoas,13/04/2024,14:55:13,10,15.0,128,Cartão de Crédito,150.0
2062,Azapa,13/04/2024,15:00:45,7,34.0,136,Cartão de Débito,238.0
6370,Croissant de Amêndoas,13/04/2024,15:10:02,5,18.0,113,Dinheiro,90.0
11459,kouign-amann,13/04/2024,15:13:12,2,18.0,113,Cartão de Débito,36.0
11855,Croissant,13/04/2024,15:13:53,5,11.5,186,Dinheiro,57.5
4475,Tartelete de limão,13/04/2024,15:18:43,2,16.0,190,Cartão de Crédito,32.0
11936,Pain au chocolat,13/04/2024,15:22:32,10,13.5,103,Cartão de Débito,135.0
493,Danish Gorgonzola com amêndoas,13/04/2024,15:41:06,6,15.0,121,Dinheiro,90.0
9840,Baguete,13/04/2024,15:41:17,14,10.0,161,Cartão de Crédito,140.0
15140,Supreme de Pistache,13/04/2024,15:48:57,2,21.0,105,Cartão de Crédito,42.0
1337,Tartelete de caramelo e chocolate,13/04/2024,15:53:41,6,16.0,174,Cartão de Crédito,96.0
10231,kouign-amann,13/04/2024,16:16:20,7,18.0,147,Dinheiro,126.0
7098,Brioche,13/04/2024,16:25:08,1,25.0,128,Cartão de Débito,25.0
15058,BOSTOCK,13/04/2024,16:31:09,4,18.0,127,Cartão de Crédito,72.0
2706,kouign-amann,13/04/2024,16:32:37,1,18.0,186,Cartão de Débito,18.0
2051,Pain aux Suisse,13/04/2024,16:57:36,6,14.0,173,Cartão de Débito,84.0
3479,Pain aux Suisse,13/04/2024,16:58:18,9,14.0,165,Cartão de Débito,126.0
6391,Gorgonzola com nozes,13/04/2024,17:28:30,4,36.5,145,Cartão de Crédito,146.0
12137,Tartelete de limão,13/04/2024,17:30:39,6,16.0,180,Cartão de Crédito,96.0
3464,BOSTOCK,13/04/2024,17:32:11,2,18.0,116,Cartão de Débito,36.0
11627,Cruffin de Creme de Avelã,13/04/2024,17:36:03,3,16.0,130,Dinheiro,48.0
12480,Azapa,13/04/2024,17:41:40,6,34.0,158,Dinheiro,204.0
12488,Croissant,13/04/2024,17:45:05,2,11.5,119,Cartão de Débito,23.0
123,Danish Gorgonzola com amêndoas,13/04/2024,17:48:37,7,15.0,148,Cartão de Crédito,105.0
12741,Baguete calabresa com Alecrim,13/04/2024,17:53:06,6,12.0,158,Dinheiro,72.0
14253,Pastel de nata,13/04/2024,18:13:52,8,8.5,106,Cartão de Crédito,68.0
11502,kouign-amann,13/04/2024,18:33:27,9,18.0,179,Cartão de Débito,162.0
13644,Gorgonzola com nozes,13/04/2024,18:36:53,5,36.5,193,Cartão de Débito,182.5
12764,Supreme de Pistache,13/04/2024,18:47:50,5,21.0,135,Cartão de Crédito,105.0
10999,Supreme de Pistache,13/04/2024,18:48:10,4,21.0,170,Cartão de Débito,84.0
15226,Tradicional/Seu Tico,13/04/2024,18:56:40,2,29.5,171,Cartão de Débito,59.0
2183,Gorgonzola com nozes,13/04/2024,19:10:50,7,36.5,153,Cartão de Débito,255.5
13760,Tradicional/Seu Tico,13/04/2024,19:13:00,4,29.5,127,Cartão de Débito,118.0
4800,Pastel de nata,13/04/2024,19:34:34,7,8.5,128,Dinheiro,59.5
14586,Baguete,13/04/2024,19:35:24,10,10.0,180,Dinheiro,100.0
13780,Danish Gorgonzola com amêndoas,13/04/2024,19:47:33,1,15.0,123,Cartão de Débito,15.0
13633,Baguete calabresa com Alecrim,14/04/2024,08:13:29,10,12.0,135,Cartão de Débito,120.0
8757,kouign-amann,14/04/2024,08:14:37,7,18.0,150,Dinheiro,126.0
4423,Tartelete de limão,14/04/2024,08:20:46,6,16.0,153,Cartão de Débito,96.0
3179,Gorgonzola com nozes,14/04/2024,08:27:19,6,36.5,127,Dinheiro,219.0
11682,Danish Gorgonzola com amêndoas,14/04/2024,08:35:01,5,15.0,102,Cartão de Crédito,75.0
4850,Supreme de Pistache,14/04/2024,08:36:34,6,21.0,189,Dinheiro,126.0
506,Azapa,14/04/2024,08:41:24,2,34.0,107,Cartão de Débito,68.0
9469,Pain aux Suisse,14/04/2024,08:42:40,10,14.0,175,Dinheiro,140.0
12415,Baguete,14/04/2024,08:46:42,14,10.0,131,Dinheiro,140.0
7077,Croissant de Amêndoas,14/04/2024,08:48:10,2,18.0,174,Cartão de Débito,36.0
10251,Croissant de Amêndoas,14/04/2024,09:14:59,6,18.0,104,Cartão de Crédito,108.0
5205,kouign-amann,14/04/2024,09:15:22,6,18.0,119,Cartão de Débito,108.0
6666,Tartelete de caramelo e chocolate,14/04/2024,09:19:36,8,16.0,148,Dinheiro,128.0
9739,Tartelete de limão,14/04/2024,09:21:05,9,16.0,129,Cartão de Crédito,144.0
4930,Pain aux Suisse,14/04/2024,09:25:29,6,14.0,179,Cartão de Débito,84.0
13077,Tartelete de limão,14/04/2024,09:29:39,2,16.0,102,Cartão de Débito,32.0
11163,Baguete calabresa com Alecrim,14/04/2024,09:46:22,8,12.0,152,Cartão de Crédito,96.0
5963,Azapa,14/04/2024,09:49:44,3,34.0,132,Cartão de Débito,102.0
13040,Tradicional/Seu Tico,14/04/2024,09:58:10,2,29.5,135,Cartão de Débito,59.0
8701,Brioche,14/04/2024,10:00:30,2,25.0,191,Cartão de Débito,50.0
3975,Tradicional/Seu Tico,14/04/2024,10:22:31,1,29.5,120,Dinheiro,29.5
13929,"Focaccia Tomate, Alecrim e flor sal",14/04/2024,10:28:49,8,20.0,112,Cartão de Crédito,160.0
8042,"Focaccia Tomate, Alecrim e flor sal",14/04/2024,10:30:01,9,20.0,119,Cartão de Crédito,180.0
15651,Tartelete de caramelo e chocolate,14/04/2024,10:38:14,9,16.0,199,Cartão de Débito,144.0
10765,Brioche,14/04/2024,11:17:14,8,25.0,101,Dinheiro,200.0
15611,"Danish Mussarela, bacon e mostarda",14/04/2024,11:25:47,3,15.0,187,Cartão de Crédito,45.0
1192,Supreme / Croissant NY Chocolate,14/04/2024,11:41:56,4,19.0,162,Dinheiro,76.0
1315,Croissant,14/04/2024,11:46:49,7,11.5,181,Dinheiro,80.5
13572,Tradicional/Seu Tico,14/04/2024,11:48:57,4,29.5,161,Cartão de Débito,118.0
2524,BOSTOCK,14/04/2024,12:01:46,8,18.0,125,Dinheiro,144.0
14916,Pain aux Suisse,14/04/2024,12:03:07,3,14.0,168,Cartão de Débito,42.0
9815,BOSTOCK,14/04/2024,12:15:48,2,18.0,196,Cartão de Débito,36.0
13926,Pain au chocolat,14/04/2024,12:16:55,8,13.5,151,Cartão de Débito,108.0
8371,Tartelete de caramelo e chocolate,14/04/2024,12:29:51,1,16.0,121,Cartão de Débito,16.0
13720,Azapa,14/04/2024,12:32:28,7,34.0,139,Cartão de Crédito,238.0
436,Pain au chocolat,14/04/2024,12:50:11,10,13.5,192,Dinheiro,135.0
10293,Danish Gorgonzola com amêndoas,14/04/2024,12:51:48,2,15.0,128,Cartão de Débito,30.0
9231,Tartelete de caramelo e chocolate,14/04/2024,12:52:36,4,16.0,175,Dinheiro,64.0
2299,Croissant de Amêndoas,14/04/2024,12:53:04,5,18.0,167,Dinheiro,90.0
5443,Brioche,14/04/2024,13:02:45,7,25.0,150,Dinheiro,175.0
3404,Brioche,14/04/2024,13:07:20,7,25.0,105,Cartão de Débito,175.0
14762,Tartelete de limão,14/04/2024,13:24:33,6,16.0,159,Cartão de Débito,96.0
6765,Azapa,14/04/2024,13:25:43,7,34.0,130,Cartão de Crédito,238.0
15689,kouign-amann,14/04/2024,13:37:28,6,18.0,126,Cartão de Crédito,108.0
7305,Supreme de Pistache,14/04/2024,13:38:18,6,21.0,157,Cartão de Débito,126.0
9028,Supreme de Pistache,14/04/2024,14:02:42,3,21.0,196,Cartão de Débito,63.0
3277,Cruffin de Creme de Avelã,14/04/2024,14:11:32,7,16.0,188,Cartão de Débito,112.0
1425,Danish Gorgonzola com amêndoas,14/04/2024,14:28:05,5,15.0,137,Dinheiro,75.0
6119,Supreme / Croissant NY Chocolate,14/04/2024,14:35:49,3,19.0,191,Cartão de Crédito,57.0
4415,Pastel de nata,14/04/2024,14:42:54,4,8.5,127,Cartão de Débito,34.0
484,BOSTOCK,14/04/2024,14:49:29,2,18.0,101,Dinheiro,36.0
13273,Pain aux Suisse,14/04/2024,15:13:35,3,14.0,135,Dinheiro,42.0
8092,Croissant de Amêndoas,14/04/2024,15:16:15,2,18.0,105,Cartão de Débito,36.0
10800,Supreme de Pistache,14/04/2024,15:17:02,6,21.0,166,Dinheiro,126.0
9547,Pain au chocolat,14/04/2024,15:19:59,2,13.5,163,Dinheiro,27.0
9318,Cruffin de Creme de Avelã,14/04/2024,15:24:07,2,16.0,179,Dinheiro,32.0
7250,Tartelete de caramelo e chocolate,14/04/2024,15:29:56,1,16.0,102,Dinheiro,16.0
6252,"Focaccia Tomate, Alecrim e flor sal",14/04/2024,15:35:17,7,20.0,183,Cartão de Débito,140.0
9836,Baguete,14/04/2024,15:47:58,17,10.0,136,Cartão de Crédito,170.0
8537,Croissant,14/04/2024,15:48:47,5,11.5,175,Cartão de Crédito,57.5
4632,Danish Gorgonzola com amêndoas,14/04/2024,15:59:52,10,15.0,171,Cartão de Crédito,150.0
14352,"Danish Mussarela, bacon e mostarda",14/04/2024,16:19:46,9,15.0,115,Dinheiro,135.0
1524,Danish Gorgonzola com amêndoas,14/04/2024,16:28:21,9,15.0,119,Cartão de Débito,135.0
4619,Supreme / Croissant NY Chocolate,14/04/2024,16:28:41,3,19.0,184,Dinheiro,57.0
15164,Supreme / Croissant NY Chocolate,14/04/2024,16:36:00,3,19.0,130,Cartão de Débito,57.0
125,Cruffin de Creme de Avelã,14/04/2024,17:04:19,10,16.0,139,Dinheiro,160.0
14627,Pastel de nata,14/04/2024,17:11:48,18,8.5,106,Cartão de Crédito,153.0
3062,Pain aux Suisse,14/04/2024,17:13:12,10,14.0,101,Cartão de Crédito,140.0
3729,Pain aux Suisse,14/04/2024,17:18:19,3,14.0,189,Cartão de Débito,42.0
12973,Pain au chocolat,14/04/2024,17:20:22,5,13.5,112,Cartão de Crédito,67.5
3536,Pastel de nata,14/04/2024,17:20:48,11,8.5,141,Dinheiro,93.5
11548,Croissant,14/04/2024,17:29:01,4,11.5,147,Dinheiro,46.0
14682,"Danish Mussarela, bacon e mostarda",14/04/2024,17:40:13,7,15.0,134,Cartão de Crédito,105.0
12209,"Focaccia Tomate, Alecrim e flor sal",14/04/2024,17:44:04,8,20.0,169,Cartão de Crédito,160.0
3426,Tradicional/Seu Tico,14/04/2024,17:56:21,1,29.5,116,Dinheiro,29.5
14684,Supreme de Pistache,14/04/2024,17:56:23,5,21.0,164,Cartão de Crédito,105.0
10520,Pastel de nata,14/04/2024,18:02:32,10,8.5,195,Cartão de Débito,85.0
14661,kouign-amann,14/04/2024,18:05:31,1,18.0,180,Dinheiro,18.0
14300,Pain au chocolat,14/04/2024,18:13:43,7,13.5,193,Cartão de Débito,94.5
7270,kouign-amann,14/04/2024,18:14:15,5,18.0,111,Cartão de Débito,90.0
9089,"Danish Mussarela, bacon e mostarda",14/04/2024,18:18:12,3,15.0,132,Cartão de Crédito,45.0
13673,Pain aux Suisse,14/04/2024,18:24:04,4,14.0,165,Dinheiro,56.0
2335,Croissant,14/04/2024,18:27:34,8,11.5,195,Dinheiro,92.0
294,Azapa,14/04/2024,18:36:18,2,34.0,186,Cartão de Crédito,68.0
1807,Gorgonzola com nozes,14/04/2024,18:37:52,1,36.5,140,Dinheiro,36.5
11585,"Focaccia Tomate, Alecrim e flor sal",14/04/2024,18:52:23,9,20.0,132,Dinheiro,180.0
7146,Baguete,14/04/2024,19:22:28,10,10.0,158,Cartão de Crédito,100.0
7724,Pastel de nata,14/04/2024,19:27:10,10,8.5,170,Cartão de Débito,85.0
15388,kouign-amann,14/04/2024,19:40:02,8,18.0,117,Cartão de Crédito,144.0
11198,Tradicional/Seu Tico,14/04/2024,19:49:05,4,29.5,175,Cartão de Débito,118.0
9837,Pain aux Suisse,15/04/2024,08:02:09,8,14.0,112,Cartão de Crédito,112.0
13395,Baguete calabresa com Alecrim,15/04/2024,08:02:13,9,12.0,151,Cartão de Débito,108.0
14622,"Focaccia Tomate, Alecrim e flor sal",15/04/2024,08:04:36,2,20.0,197,Dinheiro,40.0
5706,Brioche,15/04/2024,08:06:17,2,25.0,138,Cartão de Crédito,50.0
4463,Croissant,15/04/2024,08:34:16,2,11.5,179,Dinheiro,23.0
9595,Tradicional/Seu Tico,15/04/2024,08:37:16,6,29.5,157,Dinheiro,177.0
11660,Supreme / Croissant NY Chocolate,15/04/2024,08:38:09,4,19.0,122,Cartão de Crédito,76.0
4131,"Focaccia Tomate, Alecrim e flor sal",15/04/2024,08:48:12,1,20.0,128,Cartão de Débito,20.0
14095,Gorgonzola com nozes,15/04/2024,08:52:09,8,36.5,133,Dinheiro,292.0
10329,Tradicional/Seu Tico,15/04/2024,09:05:33,5,29.5,104,Dinheiro,147.5
9584,BOSTOCK,15/04/2024,09:06:53,9,18.0,191,Cartão de Débito,162.0
6428,"Danish Mussarela, bacon e mostarda",15/04/2024,09:07:15,10,15.0,137,Cartão de Crédito,150.0
15265,"Focaccia Tomate, Alecrim e flor sal",15/04/2024,09:09:27,6,20.0,144,Cartão de Débito,120.0
4689,Pain au chocolat,15/04/2024,09:10:10,4,13.5,189,Dinheiro,54.0
7481,Tartelete de caramelo e chocolate,15/04/2024,09:13:48,4,16.0,180,Cartão de Débito,64.0
3624,Azapa,15/04/2024,09:32:42,1,34.0,117,Cartão de Débito,34.0
